entry_ai,entry_ts,entry,exit_ts,exit,regime,regime_market,type,strat,score,adx,rsi,atr_pct,bt85_ema21_dist,bt85_high20_dist,bt85_entry_atr,mfe,pnl_net,hold_bars,reason
7508,2024-11-03 13:00:00,95699000.0,2024-11-15 05:00:00,123572000.0,Range,Range,pyramid,P2,5.27,20.5,36.1,90.0,-0.018031012137795444,-0.051480281089867484,1159938.2368361822,0.35884387506661514,0.2586470281547398,70,계단손절
7581,2024-11-15 17:00:00,127086000.0,2024-11-26 05:00:00,129791000.0,Trend_Up,Trend_Up,pyramid,P2,4.97,37.8,60.2,87.0,0.021767101542432544,-0.030181393609633626,3006785.03476909,0.08972664180161466,0.005594738974473378,63,계단손절
7656,2024-11-28 05:00:00,132999000.0,2024-12-06 05:00:00,137501000.0,Trend_Up,Trend_Up,pyramid,P2,4.47,25.2,53.0,55.0,0.00789755774847553,-0.029204379562043796,2200364.8383030347,0.08782772802803028,0.020817951475198344,48,계단손절
7705,2024-12-06 09:00:00,137507000.0,2024-12-20 01:00:00,147434000.0,Volatile,Volatile,trend,P0,4.77,40.5,51.4,95.0,-0.0009395783289477694,-0.058815879534565366,3779542.953034768,0.12990611387056658,0.06919268837222832,82,트레일링
7899,2025-01-07 17:00:00,147980000.0,2025-01-08 09:00:00,143899000.0,Trend_Up,Trend_Up,pyramid,P2,4.47,35.5,59.8,18.0,0.00973966274260457,-0.02,1479800.0,0.0,-0.03057805108798486,4,ATR손절
7936,2025-01-13 21:00:00,140201000.0,2025-01-21 01:00:00,155300000.0,Range,Range,leading_signal,P0,4.57,13.9,42.9,55.0,-0.009519808351738898,-0.025610552798743448,1694725.870177453,0.1510402921519818,0.10469538020413549,43,트레일링
7985,2025-01-22 01:00:00,158274000.0,2025-02-03 17:00:00,150252000.0,Volatile,Volatile,trend,P0,4.97,24.6,58.6,94.0,0.019790757314079296,-0.03092606765651309,3513958.2754295105,0.009426690422937438,-0.05368425641608856,76,트레일링
8100,2025-02-10 05:00:00,147579000.0,2025-02-19 01:00:00,141935000.0,Range,Range,leading_signal,P0,3.27,19.4,37.0,30.0,-0.012348383296779238,-0.041694805194805194,1544356.3482110628,0.005434377519836833,-0.041243923593465195,53,ATR손절
8269,2025-03-10 09:00:00,122701000.0,2025-03-11 05:00:00,117477000.0,Range,Range,leading_signal,P0,3.37,23.6,34.2,52.0,-0.038066564579160085,-0.09712288447387785,2912834.3608283955,0.013528822095989438,-0.04557504013822219,5,트레일링
8359,2025-03-25 09:00:00,127679000.0,2025-03-28 21:00:00,125152000.0,Trend_Up,Trend_Up,pyramid,P2,5.07,36.5,57.8,15.0,0.006842633662636572,-0.025269297421920925,1328903.7279575246,0.01838986834170067,-0.02812733146837104,21,계단손절
8489,2025-04-16 01:00:00,122548000.0,2025-05-05 17:00:00,133244000.0,Range,Range,pyramid,P2,5.07,20.5,51.5,25.0,-9.718225603891948e-05,-0.02055626598465473,1512781.9894897998,0.1414384567679603,0.07195256553275833,118,계단손절
8609,2025-05-06 01:00:00,134304000.0,2025-05-30 01:00:00,147794000.0,Range,Range,pyramid,P2,5.27,25.7,37.3,37.0,-0.013381721220807719,-0.035878881853814014,1343040.0,0.15556498689540146,0.08311281443062725,144,계단손절
8755,2025-05-30 09:00:00,148665000.0,2025-06-05 13:00:00,144492000.0,Range,Range,leading_signal,P0,4.07,24.3,41.1,61.0,-0.009860005184980387,-0.02971582973279902,1486650.0,0.0029260417717687417,-0.03106982141055393,37,ATR손절
8834,2025-06-12 13:00:00,148058000.0,2025-06-21 01:00:00,144172000.0,Range,Range,pyramid,P2,5.27,22.9,45.8,17.0,-0.005912524636179886,-0.022073976221928665,1480580.0,0.005713976954977103,-0.029246470977589863,51,ATR손절
8951,2025-07-02 01:00:00,145000000.0,2025-07-15 09:00:00,159821000.0,Range,Range,pyramid,P2,5.27,17.1,34.4,15.0,-0.010061169052913795,-0.023582173977454848,1450000.0,0.14873793103448277,0.08599816231170057,80,계단손절
9039,2025-07-16 17:00:00,162385000.0,2025-08-03 01:00:00,158000000.0,Trend_Up,Trend_Up,pyramid,P2,4.97,38.3,60.2,93.0,0.009715481575382587,-0.02646882494004796,1731155.9001065914,0.009920867075160883,-0.030003725713581918,104,ATR손절
9217,2025-08-15 09:00:00,165552000.0,2025-08-18 09:00:00,160580000.0,Volatile,Volatile,trend,P0,3.97,27.6,54.5,97.0,0.0035100159691924013,-0.02559152442613302,1655520.0,0.0,-0.03303285976611579,18,ATR손절
9446,2025-09-22 13:00:00,159082000.0,2025-10-11 05:00:00,172257000.0,Range,Range,pyramid,P2,5.27,20.4,27.0,11.0,-0.015685143460015517,-0.024515575177826834,1590820.0,0.12355263323317535,0.06895420267136113,112,계단손절
9670,2025-10-29 21:00:00,165923000.0,2025-11-03 09:00:00,161340000.0,Range,Range,pyramid,P2,5.27,22.9,36.1,20.0,-0.01288840853943019,-0.032518950437317784,1659230.0,0.0,-0.03062124599965044,27,ATR손절
9851,2025-11-29 01:00:00,136956000.0,2025-12-01 09:00:00,129486000.0,Range,Range,pyramid,P2,5.07,22.6,60.5,15.0,0.013251388916169638,-0.020819629936797552,1945290.6588131662,0.0,-0.057543064925961625,14,ATR손절
9904,2025-12-07 21:00:00,134030000.0,2025-12-15 01:00:00,132700000.0,Range,Range,leading_signal,P0,3.07,26.7,44.1,9.0,-0.00566755535761571,-0.03724454979707646,1551466.424679443,0.03337312541968216,-0.012923151533238829,43,트레일링
10374,2026-02-24 05:00:00,95352000.0,2026-02-28 13:00:00,93534000.0,Range,Range,leading_signal,P0,3.37,24.4,32.6,20.0,-0.028799061570371282,-0.055284746165735345,1303044.8846908014,0.040701820622535446,-0.022066196828593003,26,트레일링
10418,2026-03-03 13:00:00,99783000.0,2026-03-06 21:00:00,101218000.0,Volatile,Volatile,trend,P0,3.57,19.8,59.5,96.0,0.01820255703272395,-0.023649706457925634,1896909.753914254,0.07013218684545464,0.011381207219666678,20,트레일링
10454,2026-03-09 13:00:00,99820000.0,2026-03-19 13:00:00,104489000.0,Range,Range,pyramid,P2,5.07,24.1,46.5,37.0,-0.004882237275213977,-0.04660025406164338,1516579.4820689692,0.10256461630935684,0.02913953539584477,60,계단손절
10600,2026-04-02 21:00:00,101576000.0,2026-05-18 05:00:00,115494000.0,Range,Range,leading_signal,P0,3.07,15.4,45.1,37.0,-0.006912578442807558,-0.025285238602450796,1294219.3653553256,0.1889422698275183,0.13402055603685908,272,트레일링
